,X,Y,Z,Classification
118070,1175018.1500000001,1884381.1500000001,593.07,2
118151,1175018.16,1884268.62,608.22,4
118214,1175018.17,1884940.45,631.28,5
118644,1175018.21,1883050.11,593.12,2
118687,1175018.22,1884267.35,609.57,4
118711,1175018.22,1883382.93,598.8100000000001,3
118874,1175018.24,1883286.44,604.16,6
118989,1175018.26,1884459.47,644.23,6
119010,1175018.26,1883997.48,602.3000000000001,3
119226,1175018.28,1882642.62,593.29,2
119251,1175018.29,1884254.06,596.33,3
119280,1175018.29,1883176.06,620.6,6
119427,1175018.31,1883145.07,605.45,4
119475,1175018.32,1883603.04,598.73,3
119803,1175018.36,1883034.9000000001,659.74,5
119832,1175018.37,1884538.27,619.73,6
119874,1175018.37,1883135.0,621.0,6
120083,1175018.4000000001,1883062.87,622.42,5
120324,1175018.44,1884804.96,617.11,6
120452,1175018.46,1884730.3900000001,637.91,6
120533,1175018.47,1884369.94,642.0600000000001,5
120663,1175018.49,1884372.84,643.29,5
120848,1175018.51,1883456.27,596.25,3
121015,1175018.53,1884116.51,600.1800000000001,3
121460,1175018.59,1883595.26,592.64,2
121608,1175018.61,1883498.52,593.08,2
121683,1175018.62,1883838.07,593.04,2
122083,1175018.67,1883388.67,593.33,2
122091,1175018.67,1883191.48,611.23,4
122424,1175018.71,1882883.85,645.6,5
122695,1175018.75,1883929.9000000001,620.83,5
123344,1175018.84,1883996.51,606.72,4
123466,1175018.85,1882517.98,650.13,5
124008,1175018.93,1882516.4000000001,648.0600000000001,5
124243,1175018.97,1882872.83,637.64,5
124453,1175019.0,1882961.19,593.19,2
124588,1175019.02,1882502.71,628.94,5
124681,1175019.04,1884241.28,606.1800000000001,4
124700,1175019.04,1883461.6500000001,597.27,3
124861,1175019.07,1884499.26,622.5600000000001,1
126001,1175019.24,1884369.04,647.47,5
126846,1175019.37,1884954.93,628.19,5
127019,1175019.3900000001,1884123.0,600.39,3
127831,1175019.49,1883889.07,619.92,6
128236,1175019.54,1884319.67,634.15,6
128349,1175019.55,1882947.83,640.46,5
128646,1175019.59,1884251.43,610.28,4
128749,1175019.6,1883057.4000000001,593.38,2
128782,1175019.61,1884523.11,619.76,6
129023,1175019.6400000001,1883929.73,629.02,5
129656,1175019.72,1882957.53,593.17,2
129681,1175019.73,1884448.6300000001,645.04,6
129833,1175019.75,1883997.21,608.78,4
129956,1175019.77,1884473.85,643.3100000000001,6
130153,1175019.79,1882512.01,616.4300000000001,5
130473,1175019.84,1882502.72,627.4300000000001,5
130577,1175019.86,1883858.21,592.49,2
130589,1175019.86,1883138.84,612.15,4
130835,1175019.9000000001,1884720.27,641.54,6
130883,1175019.9000000001,1883044.97,655.34,5
131011,1175019.92,1883549.26,594.58,3
131577,1175020.01,1884171.6500000001,593.78,2
131747,1175020.03,1883777.84,616.86,6
131749,1175020.03,1883578.8,594.8100000000001,3
131756,1175020.03,1883487.0,592.95,2
132177,1175020.1,1883801.87,592.3100000000001,2
132681,1175020.19,1884038.73,592.5500000000001,2
132872,1175020.22,1882998.05,609.13,4
132903,1175020.23,1884420.74,592.84,2
133003,1175020.24,1883008.07,616.5500000000001,5
133273,1175020.29,1884248.8,616.86,5
133738,1175020.36,1884273.72,601.4,3
133819,1175020.37,1883315.79,593.77,2
134261,1175020.45,1884473.17,643.32,6
134497,1175020.48,1883013.4000000001,648.0600000000001,5
134498,1175020.48,1883013.46,641.98,5
134556,1175020.49,1883011.26,644.47,5
134613,1175020.5,1883139.51,612.02,4
134796,1175020.53,1883214.87,604.63,4
135180,1175020.6,1884593.69,592.59,3
135229,1175020.6,1882894.6400000001,650.45,5
135485,1175020.6400000001,1883007.97,613.59,4
135530,1175020.6500000001,1884249.86,612.01,4
135632,1175020.67,1884749.3800000001,608.3000000000001,4
136498,1175020.79,1883795.27,595.67,3
136613,1175020.8,1882897.58,652.34,5
137131,1175020.87,1883330.01,602.99,3
137154,1175020.87,1882941.05,631.28,5
137302,1175020.8900000001,1883579.75,594.8000000000001,3
137571,1175020.92,1884389.81,592.63,2
137994,1175020.97,1884628.78,633.86,6
138629,1175021.04,1883277.1500000001,603.0,6
138730,1175021.05,1882962.6600000001,593.27,2
138858,1175021.07,1884302.95,600.4,3
139051,1175021.09,1884248.92,612.83,4
139094,1175021.09,1882942.52,627.3100000000001,5
139279,1175021.12,1884244.97,610.12,4
139395,1175021.1300000001,1883029.79,647.36,5
139470,1175021.1400000001,1883929.4000000001,621.0,5
139668,1175021.17,1884573.24,612.11,4
139962,1175021.2,1882912.07,593.36,2
140304,1175021.25,1883192.77,599.5600000000001,3
140574,1175021.29,1883452.77,598.63,3
140580,1175021.29,1883205.04,599.59,3
140656,1175021.3,1883134.09,605.23,4
140896,1175021.33,1882516.8800000001,612.98,4
140937,1175021.34,1883574.31,592.51,2
141732,1175021.47,1882904.96,648.08,5
141789,1175021.48,1882894.53,654.49,5
141799,1175021.49,1884950.84,632.36,5
142389,1175021.59,1884297.86,615.71,5
142471,1175021.6,1882911.6600000001,648.0,5
142720,1175021.6400000001,1884290.51,600.41,3
143112,1175021.69,1883688.44,593.75,2
143280,1175021.71,1883017.47,644.0,5
143598,1175021.76,1884270.1300000001,612.09,4
143603,1175021.76,1884031.56,592.62,2
143623,1175021.76,1882953.46,638.35,5
143725,1175021.78,1884380.52,614.77,5
143958,1175021.81,1884301.11,612.0600000000001,5
144021,1175021.82,1884599.74,618.85,5
144446,1175021.8800000001,1884246.33,606.33,4
144714,1175021.92,1883906.9000000001,631.3100000000001,6
144814,1175021.94,1884854.12,615.57,6
144981,1175021.96,1884232.77,593.44,1
145282,1175022.01,1883932.03,593.11,2
145309,1175022.02,1884945.1600000001,631.92,5
145373,1175022.02,1882893.1,593.3000000000001,2
145818,1175022.09,1884186.75,595.5600000000001,3
145871,1175022.1,1884786.97,613.76,6
145935,1175022.11,1884871.58,591.65,2
146124,1175022.1300000001,1884215.71,596.47,3
146405,1175022.17,1884792.12,611.97,6
146437,1175022.17,1883825.25,603.19,3
146532,1175022.18,1883011.83,649.82,5
146685,1175022.2,1882902.3900000001,643.36,5
146769,1175022.21,1882794.34,594.22,2
147157,1175022.27,1884362.97,645.6,5
147466,1175022.31,1883691.76,602.12,6
147620,1175022.33,1883891.1400000001,619.92,5
147820,1175022.35,1882999.4100000001,618.42,5
148006,1175022.3800000001,1884653.09,625.85,5
148491,1175022.44,1884054.1,592.19,2
148567,1175022.45,1884000.19,602.59,6
148663,1175022.46,1883721.83,593.09,2
148809,1175022.48,1883691.3900000001,593.8000000000001,2
148820,1175022.48,1882943.23,629.74,5
148868,1175022.49,1883895.01,629.87,5
149022,1175022.51,1883674.11,592.76,2
149043,1175022.51,1882901.55,629.26,5
149097,1175022.52,1883663.17,592.63,2
149521,1175022.59,1884240.83,617.24,6
149592,1175022.6,1883798.6400000001,598.11,3
149803,1175022.6400000001,1884969.6400000001,595.21,3
150060,1175022.68,1883567.22,592.34,2
150248,1175022.71,1883887.37,627.72,5
150633,1175022.79,1884810.62,618.64,6
150748,1175022.81,1883124.09,603.37,4
151004,1175022.86,1882513.08,626.57,5
151131,1175022.8900000001,1883979.23,596.49,3
151718,1175022.99,1882956.22,633.37,5
151754,1175023.0,1883976.82,596.54,3
152551,1175023.12,1883020.99,643.6,5
152905,1175023.17,1882997.95,616.3000000000001,5
153093,1175023.2,1884003.02,602.08,3
153147,1175023.21,1884611.27,617.8000000000001,6
153237,1175023.22,1883929.57,616.72,5
153317,1175023.23,1882868.53,637.08,5
153598,1175023.27,1883256.74,597.6800000000001,3
153658,1175023.28,1883314.33,593.72,2
153665,1175023.28,1883278.11,595.9,3
153825,1175023.3,1883020.56,642.67,5
154006,1175023.33,1883353.52,603.36,4
154010,1175023.33,1883295.3,602.01,6
154210,1175023.36,1884210.27,592.96,2
154263,1175023.37,1884948.21,593.13,2
154364,1175023.3800000001,1883931.96,593.02,2
154424,1175023.3900000001,1884546.34,619.46,6
154506,1175023.4000000001,1884284.82,608.52,4
154640,1175023.42,1884453.6500000001,644.57,6
154848,1175023.44,1882548.0,593.9300000000001,2
155128,1175023.48,1883013.87,649.8100000000001,5
155249,1175023.5,1884114.7,631.0600000000001,6
155391,1175023.52,1884720.3800000001,641.65,6
155427,1175023.52,1883575.17,592.54,2
155668,1175023.56,1884513.78,619.84,6
155681,1175023.56,1884151.25,595.19,3
155703,1175023.56,1883017.06,648.77,5
155742,1175023.57,1884175.86,597.62,3
155783,1175023.57,1882509.07,593.14,2
155798,1175023.58,1884682.67,625.09,5
156567,1175023.7,1883095.45,592.9300000000001,2
156733,1175023.73,1883966.93,597.69,3
157253,1175023.8,1882512.6,661.13,5
157315,1175023.81,1882945.93,641.16,5
157542,1175023.84,1882868.46,643.57,5
157578,1175023.85,1883730.37,593.15,2
157637,1175023.86,1883686.08,602.24,6
157901,1175023.9000000001,1882947.11,633.61,5
158104,1175023.94,1884611.28,617.8100000000001,6
158144,1175023.95,1884944.78,631.02,5
158374,1175023.98,1882937.37,599.65,3
158493,1175024.0,1882948.2,593.88,2
158794,1175024.06,1884538.4100000001,619.6800000000001,6
158852,1175024.07,1884489.26,642.4300000000001,6
159343,1175024.17,1884154.24,597.24,3
159396,1175024.18,1884647.6400000001,627.04,6
159605,1175024.22,1883018.52,636.86,5
159606,1175024.22,1882951.86,638.3100000000001,5
159630,1175024.23,1884354.61,649.51,6
159894,1175024.27,1883193.75,593.0,2
159910,1175024.28,1884764.6600000001,631.16,6
160109,1175024.31,1883814.1600000001,608.42,4
160547,1175024.3800000001,1883008.1300000001,615.89,5
160594,1175024.3900000001,1883431.4100000001,593.46,2
160935,1175024.45,1884920.69,632.85,5
161117,1175024.47,1882961.1500000001,637.91,5
161213,1175024.49,1884404.97,592.98,2
161683,1175024.55,1884820.42,605.8000000000001,4
161703,1175024.55,1884014.67,601.49,3
162231,1175024.62,1883719.21,598.5,3
162303,1175024.6300000001,1883757.6,597.45,3
162395,1175024.6400000001,1883010.8800000001,643.24,5
162496,1175024.66,1884594.25,609.48,4
162502,1175024.66,1884254.22,609.88,4
162643,1175024.67,1882513.37,651.15,5
162993,1175024.72,1884150.6400000001,614.34,5
163081,1175024.73,1883929.98,631.26,5
163206,1175024.75,1884527.44,619.76,6
163450,1175024.78,1883113.25,644.72,5
163479,1175024.79,1884593.6500000001,614.47,5
163656,1175024.81,1883010.67,647.27,5
163901,1175024.85,1884262.05,609.91,4
163988,1175024.86,1883906.83,598.27,3
164374,1175024.92,1884720.31,641.39,6
164517,1175024.94,1884725.1400000001,642.79,6
164811,1175024.98,1884823.23,593.25,3
165071,1175025.01,1883105.72,635.08,5
165465,1175025.06,1882845.56,593.22,2
165945,1175025.1400000001,1884652.93,631.24,6
166263,1175025.18,1883383.51,619.1,6
166411,1175025.2,1883112.84,593.2,2
166475,1175025.21,1882999.34,614.76,5
166515,1175025.22,1883900.1300000001,633.07,5
166538,1175025.22,1883005.75,617.41,5
166649,1175025.24,1884381.85,593.1,2
166733,1175025.25,1884270.3900000001,624.73,5
167176,1175025.31,1882516.9100000001,614.44,5
167324,1175025.34,1884349.73,621.37,6
167342,1175025.34,1883703.43,599.69,3
167455,1175025.36,1884267.72,614.9300000000001,5
167535,1175025.37,1884139.22,595.89,3
167666,1175025.3900000001,1883281.6600000001,601.51,6
167767,1175025.4000000001,1882872.05,640.83,5
168129,1175025.45,1882528.08,624.52,5
168136,1175025.46,1884544.77,619.5,6
168206,1175025.47,1884942.92,634.85,5
168302,1175025.48,1884137.5,600.44,3
168423,1175025.49,1883147.86,631.45,5
168927,1175025.56,1884257.6,592.13,2
168961,1175025.56,1883159.23,627.26,5
168969,1175025.56,1883011.97,648.64,5
168986,1175025.57,1884868.6600000001,615.6800000000001,6
169297,1175025.6,1883012.79,648.72,5
169595,1175025.6400000001,1884126.22,631.08,6
169735,1175025.6500000001,1882527.4000000001,624.8100000000001,5
169901,1175025.67,1882959.03,634.03,5
170010,1175025.69,1884176.76,593.91,2
170086,1175025.7,1884349.94,594.53,3
170178,1175025.71,1883778.6600000001,616.25,6
170182,1175025.71,1883585.26,592.58,2
170289,1175025.72,1883137.03,627.33,5
170292,1175025.72,1883063.3,622.8000000000001,5
170431,1175025.74,1884161.59,594.17,3
170706,1175025.77,1883167.74,598.19,3
170740,1175025.78,1884701.3,624.67,6
170819,1175025.78,1882811.6300000001,594.07,2
171146,1175025.82,1882890.8900000001,652.12,5
171158,1175025.83,1884784.68,614.1800000000001,6
171275,1175025.84,1883177.27,602.1,3
171320,1175025.85,1884687.42,633.22,6
171475,1175025.87,1884349.17,603.92,4
171488,1175025.87,1883759.8900000001,617.5600000000001,6
171578,1175025.8800000001,1883511.99,591.79,7
171761,1175025.9000000001,1883184.03,603.0500000000001,3
171912,1175025.92,1883401.26,619.16,5
172250,1175025.96,1883335.34,614.44,6
172260,1175025.96,1883081.81,593.3100000000001,2
172312,1175025.97,1884262.1500000001,616.32,5
172569,1175026.0,1883370.99,604.65,6
172606,1175026.01,1884643.68,627.0,5
172631,1175026.01,1883742.6300000001,596.77,3
172872,1175026.04,1884265.07,608.37,4
172990,1175026.05,1882512.78,647.88,5
173266,1175026.09,1882958.43,635.6800000000001,5
173428,1175026.11,1883001.59,611.51,4
173892,1175026.18,1884270.86,627.92,5
174085,1175026.2,1883116.57,629.3000000000001,5
174279,1175026.22,1882889.05,593.26,2
174634,1175026.27,1884868.54,616.78,6
174767,1175026.29,1884474.77,643.08,6
174810,1175026.29,1883146.1,634.72,5
175402,1175026.3800000001,1884359.72,648.73,6
175476,1175026.3900000001,1884727.83,640.3100000000001,6
176264,1175026.51,1883162.69,610.39,4
176439,1175026.54,1882843.43,593.17,2
176476,1175026.55,1883486.29,592.83,2
176912,1175026.6400000001,1884654.83,632.76,6
177106,1175026.67,1883341.04,614.41,6
177116,1175026.67,1883002.22,614.78,5
177153,1175026.68,1883144.95,608.75,4
177189,1175026.69,1884382.58,593.09,2
177406,1175026.72,1883150.55,629.16,5
177538,1175026.74,1882670.92,593.26,2
177572,1175026.75,1884014.84,597.82,3
177975,1175026.81,1883006.06,593.65,2
178371,1175026.87,1884020.3,596.1800000000001,3
178622,1175026.91,1883952.99,593.03,2
178815,1175026.94,1883327.22,601.94,6
179112,1175026.99,1884246.6600000001,617.71,6
179148,1175026.99,1883015.26,640.49,5
179341,1175027.02,1883248.6500000001,592.87,2
179428,1175027.04,1884556.85,608.59,4
179637,1175027.08,1884522.3900000001,619.8100000000001,6
179699,1175027.09,1883797.23,599.19,3
179737,1175027.1,1884855.56,615.72,5
180028,1175027.1500000001,1883130.25,615.72,5
180987,1175027.31,1883058.71,636.61,5
181438,1175027.3800000001,1883073.81,593.25,2
182244,1175027.5,1882901.81,623.83,5
182298,1175027.51,1882918.94,641.02,5
182334,1175027.52,1883338.25,616.8000000000001,5
182336,1175027.52,1883303.95,599.51,6
183069,1175027.6400000001,1883170.1,630.29,6
183362,1175027.68,1882869.24,637.54,5
183497,1175027.71,1884594.62,602.7,4
183592,1175027.72,1882884.93,647.2,5
184219,1175027.84,1884773.02,616.61,5
184378,1175027.87,1884374.8900000001,644.35,6
184675,1175027.92,1884728.95,639.42,6
184732,1175027.93,1884788.3800000001,613.33,6
185038,1175027.98,1883352.9100000001,611.65,4
185048,1175027.98,1883026.93,632.14,5
185099,1175027.99,1883333.86,615.74,5
185355,1175028.03,1882774.8,593.46,2
185438,1175028.05,1883430.55,593.37,2
185579,1175028.07,1882873.4100000001,641.87,5
185728,1175028.1,1884669.45,628.66,6
185754,1175028.1,1883678.5,618.96,5
185822,1175028.11,1883423.54,593.25,2
185983,1175028.1300000001,1882901.99,642.54,5
186003,1175028.1400000001,1884428.8,592.51,2
186137,1175028.16,1884229.8900000001,620.28,6
186142,1175028.16,1884019.99,598.88,3
186427,1175028.2,1882882.6400000001,646.23,5
186772,1175028.26,1884053.92,592.42,2
186837,1175028.27,1884006.6600000001,601.39,3
186928,1175028.28,1882518.3,622.3100000000001,5
187069,1175028.31,1884225.47,603.86,4
187154,1175028.32,1883921.1300000001,631.21,6
187439,1175028.37,1883154.1300000001,630.95,6
187498,1175028.3800000001,1883378.69,592.02,2
187559,1175028.3900000001,1883902.1600000001,614.79,5
187612,1175028.4000000001,1884457.25,644.42,6
187994,1175028.46,1883248.54,592.86,2
188040,1175028.47,1884024.73,606.45,4
188075,1175028.48,1884936.29,599.04,3
188239,1175028.5,1883564.97,592.32,2
188368,1175028.52,1883465.83,617.15,6
188706,1175028.58,1884877.9000000001,606.8100000000001,4
188871,1175028.6,1884346.8,622.98,6
189079,1175028.6300000001,1883462.96,596.38,3
189280,1175028.66,1883742.54,592.9300000000001,2
189995,1175028.77,1882887.61,651.52,5
189999,1175028.77,1882711.33,593.4,2
190601,1175028.87,1884494.0,633.0500000000001,5
191175,1175028.96,1884572.36,615.25,5
191695,1175029.03,1882530.24,627.42,5
191966,1175029.07,1882605.82,593.75,2
192375,1175029.1300000001,1883582.34,592.45,2
192427,1175029.1400000001,1884463.07,644.08,6
192511,1175029.1500000001,1883864.11,592.46,2
192885,1175029.2,1882568.99,594.0,2
193526,1175029.32,1884698.3,626.12,6
193749,1175029.35,1882878.05,642.48,5
193907,1175029.3800000001,1884379.81,613.67,5
194090,1175029.41,1884594.9100000001,609.52,4
194272,1175029.44,1884743.09,627.32,6
194743,1175029.5,1882511.4000000001,657.01,5
194787,1175029.51,1882781.35,593.87,2
194822,1175029.52,1883431.3800000001,593.36,2
194859,1175029.53,1883800.21,621.3100000000001,5
194862,1175029.53,1883803.87,617.83,5
195041,1175029.56,1883076.09,593.26,2
195153,1175029.58,1884399.9100000001,592.82,2
195699,1175029.66,1883116.24,628.74,5
195720,1175029.67,1884794.76,602.83,3
195816,1175029.68,1883787.22,609.4300000000001,4
196095,1175029.72,1882523.08,646.83,5
196164,1175029.74,1884592.53,619.45,6
196370,1175029.76,1883327.98,598.27,3
196391,1175029.76,1882623.1600000001,593.61,2
196565,1175029.79,1883799.37,621.0600000000001,5
196867,1175029.83,1883602.45,605.02,4
196968,1175029.84,1882908.4000000001,593.72,2
197440,1175029.91,1884140.47,615.54,6
198162,1175030.0,1883120.05,636.71,5
198440,1175030.04,1883804.0,610.34,4
198483,1175030.05,1884228.9000000001,607.36,4
198535,1175030.06,1884759.01,631.39,6
198629,1175030.07,1884083.17,598.59,3
199277,1175030.17,1883342.2,619.48,6
199330,1175030.18,1883763.96,620.4300000000001,6
199454,1175030.2,1883783.71,597.82,3
199462,1175030.2,1883485.61,592.89,2
199474,1175030.2,1883087.7,593.25,2
199476,1175030.2,1883005.19,604.97,4
199509,1175030.21,1884254.2,606.7,4
199829,1175030.26,1884920.94,630.8100000000001,5
200524,1175030.35,1882510.8,631.28,5
200848,1175030.4000000001,1882904.5,640.52,5
200920,1175030.41,1882678.1,593.28,2
200950,1175030.42,1883922.6300000001,631.4,6
201048,1175030.43,1882657.83,593.27,2
201144,1175030.45,1884307.68,631.24,6
201235,1175030.46,1883066.26,623.88,5
201252,1175030.46,1882867.53,627.76,5
201324,1175030.48,1884106.9100000001,632.26,6
201559,1175030.52,1884207.2,603.07,3
201668,1175030.53,1882896.98,648.37,5
202123,1175030.61,1884524.72,619.8100000000001,6
202128,1175030.61,1883952.57,593.21,2
202264,1175030.6300000001,1882879.71,633.03,5
202573,1175030.69,1883551.96,592.62,2
202750,1175030.72,1882946.97,630.57,5
202784,1175030.73,1883948.6,626.11,6
203207,1175030.8,1884377.11,644.37,6
203514,1175030.85,1882873.93,592.89,2
203763,1175030.9000000001,1884349.96,622.42,6
203893,1175030.92,1883450.11,593.34,2
204055,1175030.95,1884683.17,633.34,6
204285,1175030.99,1884065.5,614.9300000000001,6
204868,1175031.08,1883675.22,601.33,3
205609,1175031.18,1883895.79,631.87,6
206103,1175031.24,1884493.32,626.11,5
206206,1175031.25,1884131.44,628.51,5
206277,1175031.26,1884460.24,644.29,6
206297,1175031.26,1884106.02,632.28,6
206390,1175031.27,1883627.77,597.73,3
206968,1175031.34,1884187.1400000001,603.79,4
206988,1175031.34,1883570.11,593.5500000000001,3
